folio,numcheque,fecha,salidarepartidor,cierre,mesa,nopersonas,cambio,descuento,facturado,cambiorepartidor,usuariodescuento,idtipodescuento,propinapagada,propinafoliomovtocaja,propinaincluida,propinamanual,totalarticulos,subtotal,subtotalsinimpuestos,total,totalconpropina,totalimpuesto1,cargo,totalconcargo,totalconpropinacargo,descuentoimporte,efectivo,tarjeta,vales,otros,propina,propinatarjeta,totalsindescuento,totalalimentos,totalbebidas,totalotros,totaldescuentos,totaldescuentoalimentos,totaldescuentobebidas,totaldescuentootros,totalcortesias,totalcortesiaalimentos,totalcortesiabebidas,totalcortesiaotros,totaldescuentoycortesia,totalalimentossindescuentos,totalbebidassindescuentos,totalotrossindescuentos,descuentocriterio,subtotalcondescuento,totalimpuestod1,totalcondonativo,totalconpropinacargodonativo,subtotal_ec,total_ec,totalconpropinacargo_ec,totalsindescuentoimp
106946,106245,2026-06-22T11:11:40-06:00,,2026-06-22T13:29:40-06:00,L6,2,132.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,317.2414,,368.0000,368.0000,50.7586,0.0000,368.0000,368.0000,0.0000,368.0,0.0,0.0000,0.0,0.0000,0.0000,317.2414,192.2414,125.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,192.2414,125.0000,0.0000,,317.2414,50.7586,0.0000,0.0000,,,,0.0000
106949,106237,2026-06-22T11:51:56-06:00,,2026-06-22T12:20:46-06:00,E2,3,83.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,445.6897,,517.0000,517.0000,71.3103,0.0000,517.0000,517.0000,0.0000,517.0,0.0,0.0000,0.0,0.0000,0.0000,445.6897,293.1034,152.5862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,293.1034,152.5862,0.0000,,445.6897,71.3103,0.0000,0.0000,,,,0.0000
106950,106240,2026-06-22T11:53:11-06:00,,2026-06-22T12:38:25-06:00,F1,4,11.0000,0.0000,False,0.0000,,,False,0,0.0000,False,11.00,766.3793,,889.0000,889.0000,122.6207,0.0000,889.0000,889.0000,0.0000,889.0,0.0,0.0000,0.0,0.0000,0.0000,766.3793,440.5172,319.8276,6.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,440.5172,319.8276,6.0345,,766.3793,122.6207,0.0000,0.0000,,,,0.0000
106951,106233,2026-06-22T09:47:42-06:00,,2026-06-22T12:03:23-06:00,L2-A,1,52.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,127.5862,,148.0000,148.0000,20.4138,,148.0000,148.0000,0.0000,148.0,0.0,0.0000,0.0,0.0000,0.0000,127.5862,50.8621,76.7241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.8621,76.7241,0.0000,,127.5862,20.4138,0.0000,0.0000,,,,0.0000
106954,106235,2026-06-22T09:47:42-06:00,,2026-06-22T12:06:03-06:00,L2-A,1,44.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,134.4828,,156.0000,156.0000,21.5172,,156.0000,156.0000,0.0000,156.0,0.0,0.0000,0.0,0.0000,0.0000,134.4828,56.8966,77.5862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.8966,77.5862,0.0000,,134.4828,21.5172,0.0000,0.0000,,,,0.0000
106962,106264,2026-06-22T12:56:16-06:00,,2026-06-22T15:28:39-06:00,E6,3,66.0000,0.0000,False,0.0000,,,False,0,0.0000,False,5.00,374.1379,,434.0000,434.0000,59.8621,0.0000,434.0000,434.0000,0.0000,434.0,0.0,0.0000,0.0,0.0000,0.0000,374.1379,108.6207,265.5172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.6207,265.5172,0.0000,,374.1379,59.8621,0.0000,0.0000,,,,0.0000
106965,106270,2026-06-22T13:12:38-06:00,,2026-06-22T16:15:06-06:00,A5,2,161.0000,0.0000,False,0.0000,,,False,0,0.0000,False,4.00,292.2414,,339.0000,339.0000,46.7586,0.0000,339.0000,339.0000,0.0000,339.0,0.0,0.0000,0.0,0.0000,0.0000,292.2414,108.6207,183.6207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.6207,183.6207,0.0000,,292.2414,46.7586,0.0000,0.0000,,,,0.0000
106969,106252,2026-06-22T13:21:00-06:00,,2026-06-22T14:13:53-06:00,F7,2,370.0000,0.0000,False,0.0000,,,False,0,0.0000,False,6.00,543.1034,,630.0000,630.0000,86.8966,0.0000,630.0000,630.0000,0.0000,630.0,0.0,0.0000,0.0,0.0000,0.0000,543.1034,356.8966,186.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,356.8966,186.2069,0.0000,,543.1034,86.8966,0.0000,0.0000,,,,0.0000
106972,106251,2026-06-22T13:35:14-06:00,,2026-06-22T14:12:12-06:00,A1,2,63.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,118.1034,,137.0000,137.0000,18.8966,0.0000,137.0000,137.0000,0.0000,137.0,0.0,0.0000,0.0,0.0000,0.0000,118.1034,0.0000,118.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.1034,0.0000,,118.1034,18.8966,0.0000,0.0000,,,,0.0000
106977,106258,2026-06-22T13:47:01-06:00,,2026-06-22T14:55:01-06:00,T6,2,302.0000,0.0000,False,0.0000,,,False,0,0.0000,False,2.00,170.6897,,198.0000,198.0000,27.3103,0.0000,198.0000,198.0000,0.0000,198.0,0.0,0.0000,0.0,0.0000,0.0000,170.6897,0.0000,170.6897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,170.6897,0.0000,,170.6897,27.3103,0.0000,0.0000,,,,0.0000
106982,106274,2026-06-22T14:13:17-06:00,,2026-06-22T16:24:15-06:00,B1,2,7.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,123.2759,,143.0000,143.0000,19.7241,0.0000,143.0000,143.0000,0.0000,143.0,0.0,0.0000,0.0,0.0000,0.0000,123.2759,0.0000,123.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,123.2759,0.0000,,123.2759,19.7241,0.0000,0.0000,,,,0.0000
106984,106273,2026-06-22T15:05:49-06:00,,2026-06-22T16:23:04-06:00,F2,2,100.0000,0.0000,False,0.0000,,,False,0,0.0000,False,3.00,271.5517,,315.0000,315.0000,43.4483,0.0000,315.0000,315.0000,0.0000,315.0,0.0,0.0000,0.0,0.0000,0.0000,271.5517,154.3103,117.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,154.3103,117.2414,0.0000,,271.5517,43.4483,0.0000,0.0000,,,,0.0000
